Date,Open,High,Low,Close,Volume
2023-11-06,7673.35,7850.0,7660.05,7831.6,231690
2023-11-07,7880.0,8204.05,7860.15,8171.15,703184
2023-11-08,8240.0,8349.95,8160.0,8242.9,239800
2023-11-09,8205.05,8219.85,8011.55,8050.9,148049
2023-11-10,8090.95,8091.0,7955.55,8055.05,88542
2023-11-12,8148.95,8171.0,8077.0,8139.05,29206
2023-11-13,8139.0,8199.0,8021.1,8086.8,74252
2023-11-15,8170.9,8219.0,8120.25,8194.75,94762
2023-11-16,8204.95,8497.0,8168.0,8459.15,317224
2023-11-17,8489.55,8576.05,8271.75,8306.6,196640
2023-11-20,8314.85,8399.9,8262.0,8284.7,98817
2023-11-21,8325.85,8455.0,8301.0,8423.25,144008
2023-11-22,8425.0,8458.0,8333.2,8389.7,78752
2023-11-23,8399.0,8510.2,8351.0,8380.35,96295
2023-11-24,8421.65,8508.0,8310.0,8334.55,82775
2023-11-28,8331.05,8479.95,8203.45,8306.2,128466
2023-11-29,8340.0,8470.0,8330.15,8388.55,138630
2023-11-30,8432.1,8446.85,8207.0,8252.8,314893
2023-12-01,8333.25,8440.0,8316.35,8423.25,127176
2023-12-04,8499.0,8500.0,8335.0,8402.8,106243
2023-12-05,8402.05,8443.35,8360.0,8392.1,81006
2023-12-06,8431.05,8499.0,8380.0,8454.55,137436
2023-12-07,8469.0,8469.0,8350.0,8365.45,68049
2023-12-08,8370.05,8409.75,8300.0,8365.85,81159
2023-12-11,8401.7,8460.0,8400.0,8446.25,81052
2023-12-12,8450.9,8994.7,8450.9,8901.9,957240
2023-12-13,8892.25,8940.0,8714.35,8858.75,189094
2023-12-14,8949.9,9183.25,8920.0,8985.65,376386
2023-12-15,8985.05,9145.5,8960.95,9053.6,227532
2023-12-18,9060.05,9200.0,9001.25,9087.35,136439
2023-12-19,9099.0,9140.0,8870.0,8900.75,145418
2023-12-20,8935.0,9029.0,8500.0,8608.35,140635
2023-12-21,8520.0,8800.0,8408.35,8770.45,169773
2023-12-22,8770.45,8899.95,8770.4,8870.65,94150
2023-12-26,8914.0,8930.0,8824.0,8860.3,59102
2023-12-27,8897.0,8925.55,8781.0,8801.5,58680
2023-12-28,8850.0,8855.0,8742.0,8757.95,52729
2023-12-29,8799.15,8799.15,8701.5,8753.45,67924
2024-01-01,8793.0,8793.0,8710.0,8744.2,34849
2024-01-02,8740.0,8784.6,8609.0,8711.45,47188
2024-01-03,8722.95,8728.8,8600.0,8607.55,53427
2024-01-04,8607.55,8698.0,8607.55,8639.65,51866
2024-01-05,8677.95,8718.95,8575.1,8645.85,48283
2024-01-08,8647.7,8695.0,8565.1,8584.15,43107
2024-01-09,8650.0,8744.4,8610.0,8643.6,75444
2024-01-10,8679.0,8800.0,8602.3,8755.45,63726
2024-01-11,8800.0,8868.65,8700.0,8720.8,79837
2024-01-12,8799.9,8949.0,8712.15,8737.25,156840
2024-01-15,8797.45,8819.9,8677.25,8716.65,75064
2024-01-16,8719.9,8730.8,8580.3,8604.55,61082
2024-01-17,8599.0,8640.0,8511.0,8597.8,73451
2024-01-18,8550.0,8579.95,8033.6,8310.7,306055
2024-01-19,8409.0,8610.7,8231.85,8307.3,97841
2024-01-20,8380.0,8388.0,8276.9,8290.25,31365
2024-01-23,8300.0,8358.0,8075.45,8195.7,117490
2024-01-24,8000.0,8150.0,7744.1,7768.45,400343
2024-01-25,7952.45,7952.45,7640.0,7667.15,184113
2024-01-29,7677.0,7744.65,7650.05,7694.0,100972
2024-01-30,7721.0,7770.85,7564.2,7594.8,135861
2024-01-31,7600.0,7657.1,7572.05,7605.15,141141
2024-02-01,7610.0,7700.0,7600.0,7640.9,81838
2024-02-02,7695.0,7770.0,7601.0,7641.0,102021
2024-02-05,7641.05,7739.0,7583.3,7601.0,82526
2024-02-06,7697.95,7787.95,7643.75,7721.8,154874
2024-02-07,7800.0,7850.15,7760.6,7790.15,76592
2024-02-08,7848.0,7848.0,7667.05,7726.4,70163
2024-02-09,7734.95,7758.95,7521.0,7629.35,111039
2024-02-12,7720.95,7740.0,7475.0,7498.6,97038
2024-02-13,7539.95,7541.15,7379.05,7443.3,73951
2024-02-14,7440.0,7449.9,7350.0,7429.55,104915
2024-02-15,7499.95,7540.0,7450.0,7470.2,61560
2024-02-16,7518.0,7539.9,7475.2,7513.45,80901
2024-02-19,7560.0,7744.7,7550.15,7708.65,146755
2024-02-20,7755.0,7838.15,7610.0,7776.3,191041
2024-02-21,7846.25,7849.0,7712.05,7746.2,107925
2024-02-22,7806.0,7807.0,7746.75,7791.05,83690
2024-02-23,7900.05,7995.0,7750.0,7812.3,172141
2024-02-26,7853.0,7859.8,7685.0,7706.9,69244
2024-02-27,7715.0,7744.4,7605.0,7640.6,92008
2024-02-28,7695.0,7716.45,7562.0,7593.65,72324
2024-02-29,7580.0,7950.0,7440.0,7811.05,307875
2024-03-01,7900.0,7993.2,7720.0,7745.25,217687
2024-03-02,7753.0,7819.9,7745.0,7792.65,13355
