Date,Open,High,Low,Close,Volume
2023-10-05,1865.05,1886.75,1855.0,1857.65,153879
2023-10-06,1869.95,1895.0,1856.65,1889.4,318424
2023-10-09,1879.95,1882.35,1852.3,1861.5,345097
2023-10-10,1862.05,1914.5,1862.05,1911.55,285755
2023-10-11,1919.95,1948.2,1912.05,1934.7,493856
2023-10-12,1939.0,1953.4,1923.4,1927.5,375205
2023-10-13,1927.0,1943.95,1915.05,1937.15,363379
2023-10-16,1949.8,1967.0,1928.4,1949.45,774044
2023-10-17,1963.85,1970.5,1945.4,1967.2,517358
2023-10-18,1972.0,1979.65,1948.05,1963.4,474993
2023-10-19,1955.0,1955.0,1840.0,1843.85,2077841
2023-10-20,1855.05,1884.0,1825.5,1842.55,2374492
2023-10-23,1839.0,1846.05,1805.7,1823.45,724200
2023-10-25,1829.95,1858.5,1806.75,1819.25,442617
2023-10-26,1824.0,1824.0,1773.0,1781.85,675909
2023-10-27,1797.15,1835.0,1795.6,1826.95,252287
2023-10-30,1830.0,1845.3,1799.7,1823.95,822819
2023-10-31,1833.0,1855.0,1821.15,1850.75,792115
2023-11-01,1854.55,1855.05,1820.0,1824.0,704496
2023-11-02,1829.0,1857.7,1827.0,1842.25,308915
2023-11-03,1851.9,1866.95,1840.2,1851.35,209124
2023-11-06,1857.0,1870.0,1848.0,1855.4,512282
2023-11-07,1855.4,1876.85,1844.4,1872.2,191970
2023-11-08,1884.0,1895.0,1870.7,1890.0,212578
2023-11-09,1894.9,1905.0,1875.45,1899.25,184803
2023-11-10,1890.0,1902.0,1876.05,1891.35,137779
2023-11-12,1900.8,1905.6,1891.0,1896.85,34136
2023-11-13,1897.0,1897.0,1862.55,1873.25,364407
2023-11-15,1889.0,1898.0,1875.4,1883.5,222223
2023-11-16,1884.2,1898.9,1875.7,1892.85,167444
2023-11-17,1892.8,1927.5,1886.6,1911.4,279642
2023-11-20,1918.0,1918.0,1888.0,1892.15,351051
2023-11-21,1886.15,1945.0,1886.15,1941.4,379527
2023-11-22,1949.95,1973.9,1931.05,1947.95,517972
2023-11-23,1963.8,1966.75,1950.0,1953.95,171925
2023-11-24,1963.95,1963.95,1925.0,1933.7,184033
2023-11-28,1934.95,1946.05,1914.1,1932.55,247010
2023-11-29,1945.0,1960.0,1941.0,1945.75,354178
2023-11-30,1944.85,1983.2,1930.0,1949.7,1441205
2023-12-01,1958.85,1985.0,1944.55,1978.45,790565
2023-12-04,1999.0,2015.45,1963.15,1991.0,584918
2023-12-05,1999.0,2003.3,1952.75,1971.0,397445
2023-12-06,1972.0,1994.5,1960.0,1966.35,319651
2023-12-07,1968.55,2003.95,1956.3,1969.6,987794
2023-12-08,1974.0,1979.35,1918.25,1928.75,253175
2023-12-11,1941.05,1955.0,1910.0,1950.6,313475
2023-12-12,1953.75,1968.85,1915.0,1928.45,234803
2023-12-13,1933.95,1934.95,1898.6,1921.0,269358
2023-12-14,1933.0,1957.8,1911.55,1949.95,421435
2023-12-15,1961.75,1976.65,1950.25,1960.5,395548
2023-12-18,1968.0,1974.0,1932.45,1941.3,370832
2023-12-19,1940.0,1950.0,1903.0,1908.85,483766
2023-12-20,1920.0,1957.85,1852.75,1865.0,786084
